Сайт в сети Интернет&Возраст компании&Статус&Вид деятельности/отрасль&Размер компании&Налоговый режим&cur_Среднесписочная численность работников&cur_Налоги&cur_Основные средства &cur_Чистые активы&cur_Активы  всего&cur_Совокупный долг&cur_Выручка&cur_Прибыль (убыток) от продажи&cur_Чистая прибыль (убыток)&prev_Среднесписочная численность работников&prev_Налоги&prev_Основные средства &prev_Чистые активы&prev_Активы  всего&prev_Совокупный долг&prev_Выручка&prev_Прибыль (убыток) от продажи&prev_Чистая прибыль (убыток)
1.0&29.5&1&0.0&0.0&0.0&12.0&3.0&38.0&-10.0&285.0&295.0&21.0&-4.0&-12.0&13.0&2463316.0&38933000.0&1461000.0&309982000.0&308521000.0&17651000.0&-6910000.0&-3791000.0
0.0&18.5&1&1.0&0.0&-1.0&16.0&19.0&0.0&-35.0&76.0&111.0&90.0&6.0&-1.0&17.0&15.0&0.0&-34.0&61.0&95.0&105.0&8.0&-1.0
1.0&7.0&1&2.0&0.0&0.0&5.0&1.0&2.0&175.0&1717.0&1542.0&0.0&-13.0&-12.0&4.0&0.0&1.0&188.0&941.0&753.0&60.0&40.0&43.0
0.0&22.5&1&0.0&0.0&0.0&6.0&&1754000.0&21596000.0&7570000.0&-14026000.0&8256000.0&413000.0&567000.0&6.0&&2820000.0&20479000.0&28301000.0&7822000.0&11157000.0&2237000.0&1364000.0
0.0&20.0&1&3.0&0.0&-1.0&6.0&23.0&&-42.0&24.0&66.0&1.0&-1.0&60.0&9.0&3.0&3.0&-69.0&70.0&139.0&7.0&-4.0&28.0
0.0&12.0&1&4.0&0.0&-1.0&101.0&&371439000.0&176469000.0&679495000.0&503026000.0&4093000.0&-38275000.0&-51660000.0&101.0&&375409000.0&180476000.0&625444000.0&445034000.0&3372000.0&-44674000.0&-48046000.0
1.0&25.0&1&5.0&0.0&-1.0&251.0&&31493000.0&-75342000.0&581733000.0&657075000.0&10513000.0&-58845000.0&-92345000.0&251.0&&37344000.0&3268000.0&751278000.0&748010000.0&372971000.0&9359000.0&490000.0
0.0&25.5&1&6.0&0.0&-1.0&101.0&&60459000.0&-200821000.0&198012000.0&398833000.0&32995000.0&-49067000.0&-52090000.0&11.0&&63621000.0&-150713000.0&199516000.0&350229000.0&93191000.0&-26441000.0&-38255000.0
1.0&10.5&1&7.0&0.0&-1.0&20.0&7.0&&5.0&363.0&358.0&272.0&-35.0&0.0&54.0&9.0&&5.0&796.0&791.0&912.0&36.0&2.0
1.0&28.5&1&0.0&0.0&-1.0&1.0&413.0&&-46.0&564.0&610.0&6091.0&5026.0&-4.0&1.0&4.0&&-50.0&8835.0&8886.0&&49.0&14.0
0.0&62.0&1&7.0&0.0&-1.0&38.0&2213875.0&38321000.0&-225518000.0&265369000.0&490887000.0&51577000.0&-32029000.0&-23100000.0&11.0&&44699000.0&-202418000.0&242319000.0&444737000.0&30164000.0&-24546000.0&-107650000.0
0.0&27.0&1&3.0&0.0&-1.0&101.0&&&&&&&&&101.0&&&&&&&&
0.0&6.5&1&8.0&0.0&0.0&25.0&2.0&0.0&-8.0&22.0&29.0&17.0&-2.0&-8.0&30.0&2000749.0&98000.0&442000.0&19067000.0&18625000.0&19283000.0&594000.0&-701000.0
1.0&25.5&1&7.0&0.0&-1.0&115.0&7.0&8.0&102.0&462.0&360.0&122.0&9.0&0.0&111.0&20442009.0&8671000.0&101990000.0&493118000.0&388941000.0&132811000.0&7512000.0&19000.0
0.0&27.5&1&0.0&0.0&-1.0&11.0&2.0&52.0&-80.0&119.0&199.0&35.0&6.0&1.0&1.0&818692.0&&&&&&&
